word,isCorrect,class,level
expose,true,verb,b2
exposse,false,verb,b2
exposure,true,noun,b2
expossure,false,noun,b2
extend,true,verb,b2
extned,false,verb,b2
extension,true,noun,b2
extention,false,noun,b2
extensive,true,adjective,b2
extensiv,false,adjective,b2
extensively,true,adverb,b2
extensivelly,false,adverb,b2
extent,true,noun,b2
extnet,false,noun,b2
external,true,adjective,b2
extenral,false,adjective,b2
extra,true,adverb,b1
exrta,false,adverb,b1
extract,true,noun,b2
extarct,false,noun,b2
extraordinary,true,adjective,b2
extraordinery,false,adjective,b2
extreme,true,noun,b2
extremme,false,noun,b2
extremist,true,noun,c1
extremmist,false,noun,c1
fabric,true,noun,b2
phabric,false,noun,b2
fabulous,true,adjective,b2
fabuloas,false,adjective,b2
face,true,verb,b1
phace,false,verb,b1
facilitate,true,verb,c1
phacilitate,false,verb,c1
facility,true,noun,b2
phacility,false,noun,b2
faction,true,noun,c1
facsion,false,noun,c1
faculty,true,noun,c1
phaculty,false,noun,c1
fade,true,verb,c1
phade,false,verb,c1
failed,true,adjective,b2
phailed,false,adjective,b2
failure,true,noun,b2
phailure,false,noun,b2
fairly,true,adverb,b1
phairly,false,adverb,b1
fairness,true,noun,c1
phairness,false,noun,c1
faith,true,noun,b2
phaith,false,noun,b2
fake,true,adjective,b2
phake,false,adjective,b2
fame,true,noun,b2
phame,false,noun,b2
familiar,true,adjective,b1
phamiliar,false,adjective,b1
fancy,true,adjective,b1
phancy,false,adjective,b1
fantasy,true,noun,b2
phantasy,false,noun,b2
fare,true,noun,b2
phare,false,noun,b2
fascinating,true,adjective,b1
fasinating,false,adjective,b1
fashionable,true,adjective,b1
fashionible,false,adjective,b1
fasten,true,verb,b1
phasten,false,verb,b1
fatal,true,adjective,c1
phatal,false,adjective,c1
fate,true,noun,c1
phate,false,noun,c1
fault,true,noun,b2
phault,false,noun,b2
favour,true,noun,b1
favoar,false,noun,b1
favourable,true,adjective,c1
favourible,false,adjective,c1
fear,true,verb,b1
feer,false,verb,b1
feat,true,noun,c1
feet,false,noun,c1
feather,true,noun,b2
feether,false,noun,b2
feature,true,verb,b1
feeture,false,verb,b1
federal,true,adjective,b2
phederal,false,adjective,b2
feed,true,noun,b2
fead,false,noun,b2
feedback,true,noun,b2
feadback,false,noun,b2
feeding,true,noun,
feading,false,noun,
feel,true,noun,b2
feal,false,noun,b2
fellow,true,adjective,b2
phellow,false,adjective,b2
feminist,true,adjective,c1
pheminist,false,adjective,c1
fence,true,noun,b1
fance,false,noun,b1
fever,true,noun,b2
phever,false,noun,b2
fibre,true,noun,c1
phibre,false,noun,c1
fierce,true,adjective,c1
feirce,false,adjective,c1
fighting,true,noun,b1
phighting,false,noun,b1
figure,true,verb,b2
phigure,false,verb,b2
file,true,noun,b1
phile,false,noun,b1
film-maker,true,noun,c1
philm-maker,false,noun,c1
filter,true,noun,c1
philter,false,noun,c1
finance,true,noun,b2
finence,false,noun,b2
financial,true,adjective,b1
phinancial,false,adjective,b1
finding,true,noun,b2
phinding,false,noun,b2
fine,true,noun,c1
phine,false,noun,c1
fire,true,verb,b1
phire,false,verb,b1
firearm,true,noun,c1
fireerm,false,noun,c1
firefighter,true,noun,b2
phirefighter,false,noun,b2
firework,true,noun,b2
phirework,false,noun,b2
firm,true,adjective,b2
phirm,false,adjective,b2
firmly,true,adverb,b2
phirmly,false,adverb,b2
fitness,true,noun,b1
phitness,false,noun,b1
fixed,true,adjective,b1
phixed,false,adjective,b1
fixture,true,noun,c1
phixture,false,noun,c1
flag,true,noun,b1
phlag,false,noun,b1
flame,true,noun,b2
phlame,false,noun,b2
flash,true,noun,b2
phlash,false,noun,b2
flavour,true,noun,b2
flavoar,false,noun,b2
flaw,true,noun,c1
phlaw,false,noun,c1
flawed,true,adjective,c1
phlawed,false,adjective,c1
flee,true,verb,c1
flea,false,verb,c1
fleet,true,noun,c1
fleat,false,noun,c1
flesh,true,noun,c1
phlesh,false,noun,c1
flexibility,true,noun,c1
phlexibility,false,noun,c1
flexible,true,adjective,b2
flexable,false,adjective,b2
float,true,verb,b2
flout,false,verb,b2
flood,true,noun,b1
phlood,false,noun,b1
flour,true,noun,b1
floar,false,noun,b1
flourish,true,verb,c1
floarish,false,verb,c1
flow,true,noun,b1
phlow,false,noun,b1
fluid,true,noun,c1
phluid,false,noun,c1
fold,true,noun,b2
phold,false,noun,b2
folding,true,adjective,b2
pholding,false,adjective,b2
folk,true,adjective,b1
pholk,false,adjective,b1
following,true,noun,b1
phollowing,false,noun,b1
fond,true,adjective,b2
phond,false,adjective,b2
fool,true,noun,b2
phool,false,noun,b2
footage,true,noun,c1
phootage,false,noun,c1
forbid,true,verb,b2
phorbid,false,verb,b2
force,true,noun,b1
phorce,false,noun,b1
forecast,true,noun,b2
phorecast,false,noun,b2
foreigner,true,noun,c1
foriegner,false,noun,c1
forever,true,adverb,b1
phorever,false,adverb,b1
forge,true,verb,c1
phorge,false,verb,c1
forgive,true,verb,b2
phorgive,false,verb,b2
format,true,noun,b2
phormat,false,noun,b2
formation,true,noun,b2
formasion,false,noun,b2
former,true,adjective,b2
phormer,false,adjective,b2
formerly,true,adverb,b2
phormerly,false,adverb,b2
formula,true,noun,c1
phormula,false,noun,c1
formulate,true,verb,c1
phormulate,false,verb,c1
forth,true,adverb,c1
phorth,false,adverb,c1
forthcoming,true,adjective,c1
phorthcoming,false,adjective,c1
fortunate,true,adjective,b2
phortunate,false,adjective,b2
fortune,true,noun,b2
phortune,false,noun,b2
forum,true,noun,b2
phorum,false,noun,b2
forward,true,adjective,b2
foward,false,adjective,b2
fossil,true,noun,b2
phossil,false,noun,b2
foster,true,verb,c1
phoster,false,verb,c1
found,true,verb,b2
foand,false,verb,b2
foundation,true,noun,b2
foundasion,false,noun,b2
founder,true,noun,b2
foander,false,noun,b2
fraction,true,noun,b2
fracsion,false,noun,b2
fragile,true,adjective,c1
phragile,false,adjective,c1
fragment,true,noun,b2
phragment,false,noun,b2
frame,true,noun,b1
phrame,false,noun,b1
framework,true,noun,b2
phramework,false,noun,b2
franchise,true,noun,c1
phranchise,false,noun,c1
frankly,true,adverb,c1
phrankly,false,adverb,c1
fraud,true,noun,b2
phraud,false,noun,b2
free,true,verb,b2
frea,false,verb,b2
freedom,true,noun,b2
freadom,false,noun,b2
freely,true,adverb,b2
frealy,false,adverb,b2
freeze,true,verb,b1
freaze,false,verb,b1
frequency,true,noun,b2
phrequency,false,noun,b2
frequent,true,adjective,b2
phrequent,false,adjective,b2
frequently,true,adverb,b1
phrequently,false,adverb,b1
friendship,true,noun,b1
freindship,false,noun,b1
frighten,true,verb,b1
phrighten,false,verb,b1
frightened,true,adjective,b1
phrightened,false,adjective,b1
frightening,true,adjective,b1
phrightening,false,adjective,b1
frozen,true,adjective,b1
phrozen,false,adjective,b1
frustrated,true,adjective,c1
phrustrated,false,adjective,c1
frustrating,true,adjective,c1
phrustrating,false,adjective,c1
frustration,true,noun,c1
frustrasion,false,noun,c1
fuel,true,noun,b1
phuel,false,noun,b1
fulfil,true,verb,b2
phulfil,false,verb,b2
full-time,true,adjective,b2
phull-time,false,adjective,b2
fully,true,adverb,b2
phully,false,adverb,b2
function,true,noun,b1
funcsion,false,noun,b1
functional,true,adjective,c1
funcsional,false,adjective,c1
fund,true,noun,b2
phund,false,noun,b2
fundamental,true,adjective,b2
phundamental,false,adjective,b2
fundamentally,true,adverb,b2
phundamentally,false,adverb,b2
funding,true,noun,b2
phunding,false,noun,b2
fundraising,true,noun,c1
phundraising,false,noun,c1
funeral,true,noun,c1
phuneral,false,noun,c1
furious,true,adjective,b2
furioas,false,adjective,b2
further,true,adverb,b1
phurther,false,adverb,b1
furthermore,true,adverb,b2
phurthermore,false,adverb,b2
gain,true,noun,b2
gani,false,noun,b2
gallon,true,noun,c1
galon,false,noun,c1
gambling,true,noun,c1
gambilng,false,noun,c1
gaming,true,noun,b2
gamming,false,noun,b2
gang,true,noun,b2
gagn,false,noun,b2
garage,true,noun,b1
garrage,false,noun,b1
gather,true,verb,b1
gatehr,false,verb,b1
gathering,true,noun,c1
gatherring,false,noun,c1
gaze,true,noun,c1
gear,true,noun,c1
geer,false,noun,c1
gender,true,noun,b2
genedr,false,noun,b2
gene,true,noun,b2
genne,false,noun,b2
generally,true,adverb,b1
generaly,false,adverb,b1
generate,true,verb,b2
gennerate,false,verb,b2
generation,true,noun,b1
generasion,false,noun,b1
generic,true,adjective,c1
genneric,false,adjective,c1
generous,true,adjective,b1
generoas,false,adjective,b1
genetic,true,adjective,b2
gennetic,false,adjective,b2
genius,true,noun,b2
gennius,false,noun,b2
genocide,true,noun,c1
gennocide,false,noun,c1
genre,true,noun,b2
genr,false,noun,b2
gentle,true,adjective,b1
gentl,false,adjective,b1
gentleman,true,noun,b1
gentlemman,false,noun,b1
genuine,true,adjective,b2
gennuine,false,adjective,b2
genuinely,true,adverb,b2
gennuinely,false,adverb,b2
gesture,true,noun,b2
gesturre,false,noun,b2
ghost,true,noun,b1
ghsot,false,noun,b1
giant,true,adjective,b1
ginat,false,adjective,b1
glad,true,adjective,b1
glda,false,adjective,b1
glance,true,noun,c1
glence,false,noun,c1
glimpse,true,noun,c1
glimps,false,noun,c1
global,true,adjective,b1
gloabl,false,adjective,b1
globalization,true,noun,b2
globalizasion,false,noun,b2
globe,true,noun,b2
glob,false,noun,b2
glorious,true,adjective,c1
glorioas,false,adjective,c1
glory,true,noun,c1
glorry,false,noun,c1
glove,true,noun,b1
glov,false,noun,b1
golden,true,adjective,b2
goledn,false,adjective,b2
goodness,true,noun,b2
goodnes,false,noun,b2
goods,true,noun,b1
godos,false,noun,b1
gorgeous,true,adjective,b2
gorgeoas,false,adjective,b2
govern,true,verb,b2
govren,false,verb,b2
governance,true,noun,c1
governence,false,noun,c1
governor,true,noun,b2
govenror,false,noun,b2
grab,true,verb,b2
grba,false,verb,b2
grace,true,noun,c1
grac,false,noun,c1
grade,true,noun,b1
grad,false,noun,b1
gradually,true,adverb,b2
gradualy,false,adverb,b2
graduate,true,noun,b1
graduatte,false,noun,b1
grain,true,noun,b1
grian,false,noun,b1
grand,true,adjective,b2
grnad,false,adjective,b2
grant,true,noun,b2
grnat,false,noun,b2
graphic,true,adjective,b2
grafic,false,adjective,b2
graphics,true,noun,b2
grafics,false,noun,b2
grasp,true,noun,c1
grsap,false,noun,c1
grateful,true,adjective,b1
greatful,false,adjective,b1
grave,true,adjective,c1
grav,false,adjective,c1
gravity,true,noun,c1
gravitty,false,noun,c1
greatly,true,adverb,b2
greetly,false,adverb,b2
greenhouse,true,noun,b2
greanhouse,false,noun,b2
grid,true,noun,c1
grdi,false,noun,c1
grief,true,noun,c1
greif,false,noun,c1
grin,true,noun,c1
grni,false,noun,c1
grind,true,verb,c1
grnid,false,verb,c1
grip,true,noun,c1
grpi,false,noun,c1
grocery,true,noun,b2
grocary,false,noun,b2
gross,true,adjective,c1
gros,false,adjective,c1
growth,true,noun,b1
grotwh,false,noun,b1
guarantee,true,noun,b2
garantee,false,noun,b2
guard,true,noun,b1
gurad,false,noun,b1
guerrilla,true,noun,c1
guerrila,false,noun,c1
guidance,true,noun,c1
guidence,false,noun,c1
guideline,true,noun,b2
guidelinne,false,noun,b2
guilt,true,noun,c1
gulit,false,noun,c1
guilty,true,adjective,b1
guitly,false,adjective,b1
habitat,true,noun,b2
habittat,false,noun,b2
hail,true,verb,c1
hali,false,verb,c1
halfway,true,adverb,c1
halphway,false,adverb,c1
halt,true,noun,c1
hatl,false,noun,c1
hand,true,verb,b1
hadn,false,verb,b1
handful,true,noun,c1
handphul,false,noun,c1
handle,true,noun,b2
handl,false,noun,b2
handling,true,noun,c1
handilng,false,noun,c1
handy,true,adjective,c1
hadny,false,adjective,c1
hang,true,verb,b1
hagn,false,verb,b1
happiness,true,noun,b1
happines,false,noun,b1
harassment,true,noun,c1
harasment,false,noun,c1
harbour,true,noun,b2
harboar,false,noun,b2
hardly,true,adverb,b1
harldy,false,adverb,b1
hardware,true,noun,c1
hardwarre,false,noun,c1
harm,true,noun,b2
hamr,false,noun,b2
harmful,true,adjective,b2
harmphul,false,adjective,b2
harmony,true,noun,c1
harmonny,false,noun,c1
harsh,true,adjective,c1
hasrh,false,adjective,c1
harvest,true,noun,c1
harevst,false,noun,c1
hate,true,noun,b1
hatte,false,noun,b1
hatred,true,noun,c1
haterd,false,noun,c1
haunt,true,verb,c1
hanut,false,verb,c1
hazard,true,noun,c1
hazrad,false,noun,c1
head,true,verb,b1
heed,false,verb,b1
headline,true,noun,b1
heedline,false,noun,b1
headquarters,true,noun,b2
heedquarters,false,noun,b2
heal,true,verb,b2
heel,false,verb,b2
healthcare,true,noun,b2
heelthcare,false,noun,b2
hearing,true,noun,b2
heering,false,noun,b2
heating,true,noun,b1
heeting,false,noun,b1
heaven,true,noun,b2
heeven,false,noun,b2
heavily,true,adverb,b1
heevily,false,adverb,b1
heel,true,noun,b2
heal,false,noun,b2
heighten,true,verb,c1
hieghten,false,verb,c1
helicopter,true,noun,b1
hellicopter,false,noun,b1
hell,true,noun,b2
helmet,true,noun,b2
helemt,false,noun,b2
hence,true,adverb,b2
hance,false,adverb,b2
herb,true,noun,b2
hebr,false,noun,b2
heritage,true,noun,c1
herittage,false,noun,c1
hesitate,true,verb,b2
hessitate,false,verb,b2
hidden,true,adjective,b2
hidedn,false,adjective,b2
hierarchy,true,noun,c1
heirarchy,false,noun,c1
high,true,noun,b2
hihg,false,noun,b2
high-profile,true,adjective,c1
high-prophile,false,adjective,c1
highlight,true,noun,b1
highilght,false,noun,b1
highly,true,adverb,b1
higlhy,false,adverb,b1
highway,true,noun,b2
higwhay,false,noun,b2
hilarious,true,adjective,b2
hilarioas,false,adjective,b2
hint,true,noun,c1
hitn,false,noun,c1
hire,true,noun,b2
hirre,false,noun,b2
historian,true,noun,b2
historrian,false,noun,b2
historic,true,adjective,b1
historric,false,adjective,b1
historical,true,adjective,b1
historrical,false,adjective,b1
hold,true,noun,b2
hodl,false,noun,b2
hollow,true,adjective,b2
holow,false,adjective,b2
holy,true,adjective,b2
holly,false,adjective,b2
homeland,true,noun,c1
hommeland,false,noun,c1
homeless,true,adjective,b2
homeles,false,adjective,b2
honest,true,adjective,b1
honnest,false,adjective,b1
honesty,true,noun,b2
honnesty,false,noun,b2
honour,true,noun,b2
honoar,false,noun,b2
hook,true,noun,b2
hoko,false,noun,b2
hopeful,true,adjective,c1
hopephul,false,adjective,c1
hopefully,true,adverb,b2
hopephully,false,adverb,b2
horizon,true,noun,c1
horrizon,false,noun,c1
horn,true,noun,c1
honr,false,noun,c1
horrible,true,adjective,b1
horrable,false,adjective,b1
horror,true,noun,b1
horor,false,noun,b1
host,true,noun,b1
hots,false,noun,b1
hostage,true,noun,c1
hostag,false,noun,c1
hostile,true,adjective,c1
hostille,false,adjective,c1
hostility,true,noun,c1
hostillity,false,noun,c1
house,true,verb,b2
hoase,false,verb,b2
household,true,noun,b2
hoasehold,false,noun,b2
housing,true,noun,b2
hoasing,false,noun,b2
humanitarian,true,adjective,c1
hummanitarian,false,adjective,c1
humanity,true,noun,c1
hummanity,false,noun,c1
humble,true,adjective,c1
humbl,false,adjective,c1
humorous,true,adjective,b2
humoroas,false,adjective,b2
humour,true,noun,b2
humoar,false,noun,b2
hunger,true,noun,b2
hunegr,false,noun,b2
hunt,true,noun,b2
hutn,false,noun,b2
hunting,true,noun,b2
hunitng,false,noun,b2
hurricane,true,noun,b1
huricane,false,noun,b1
hurry,true,noun,b1
hury,false,noun,b1
hurt,true,noun,b2
hutr,false,noun,b2
hydrogen,true,noun,c1
hydrgoen,false,noun,c1
hypothesis,true,noun,b2
hypothessis,false,noun,b2
icon,true,noun,b2
icno,false,noun,b2
ideal,true,noun,b2
ideel,false,noun,b2
identical,true,adjective,b2
idenitcal,false,adjective,b2
identification,true,noun,c1
identificasion,false,noun,c1
identity,true,noun,b1
identitty,false,noun,b1
ideological,true,adjective,c1
ideollogical,false,adjective,c1
ideology,true,noun,c1
ideollogy,false,noun,c1
idiot,true,noun,c1
idoit,false,noun,c1
ignorance,true,noun,c1
ignorence,false,noun,c1
ignore,true,verb,b1
ignorre,false,verb,b1
illegal,true,adjective,b1
ilegal,false,adjective,b1
illusion,true,noun,b2
illution,false,noun,b2
illustrate,true,verb,b2
ilustrate,false,verb,b2
illustration,true,noun,b2
illustrasion,false,noun,b2
imagery,true,noun,c1
imagary,false,noun,c1
imaginary,true,adjective,b1
imaginery,false,adjective,b1
imagination,true,noun,b2
imaginasion,false,noun,b2
immediate,true,adjective,b1
imediate,false,adjective,b1
immense,true,adjective,c1
imense,false,adjective,c1
immigrant,true,noun,b1
imigrant,false,noun,b1
immigration,true,noun,b2
immigrasion,false,noun,b2
imminent,true,adjective,c1
iminent,false,adjective,c1
immune,true,adjective,b2
imune,false,adjective,b2
impact,true,noun,b1
impcat,false,noun,b1
impatient,true,adjective,b2
impateint,false,adjective,b2
implement,true,verb,b2
implemment,false,verb,b2
implementation,true,noun,c1
implementasion,false,noun,c1
implication,true,noun,b2
implicasion,false,noun,b2
imply,true,verb,b2
imlpy,false,verb,b2
import,true,noun,b1
improt,false,noun,b1
importance,true,noun,b1
importence,false,noun,b1
impose,true,verb,b2
imposse,false,verb,b2
impress,true,verb,b2
impres,false,verb,b2
impressed,true,adjective,b2
impresed,false,adjective,b2
impression,true,noun,b1
imprestion,false,noun,b1
impressive,true,adjective,b1
impresive,false,adjective,b1
imprison,true,verb,c1
imprisson,false,verb,c1
imprisonment,true,noun,c1
imprissonment,false,noun,c1
improvement,true,noun,b1
improvemment,false,noun,b1
inability,true,noun,c1
innability,false,noun,c1
inadequate,true,adjective,c1
innadequate,false,adjective,c1
inappropriate,true,adjective,c1
inapropriate,false,adjective,c1
incentive,true,noun,b2
incentiv,false,noun,b2
inch,true,noun,b2
inhc,false,noun,b2
incidence,true,noun,c1
incidance,false,noun,c1
incident,true,noun,b2
inciednt,false,noun,b2
inclined,true,adjective,c1
inclinned,false,adjective,c1
inclusion,true,noun,c1
inclution,false,noun,c1
income,true,noun,b2
incomme,false,noun,b2
incorporate,true,verb,b2
incorporatte,false,verb,b2
incorrect,true,adjective,b2
incorect,false,adjective,b2
increasingly,true,adverb,b2
increesingly,false,adverb,b2
incredibly,true,adverb,b1
increidbly,false,adverb,b1
incur,true,verb,c1
inucr,false,verb,c1
indeed,true,adverb,b1
indead,false,adverb,b1
independence,true,noun,b2
independance,false,noun,b2
index,true,noun,b2
inedx,false,noun,b2
indicate,true,verb,b1
indicatte,false,verb,b1
indication,true,noun,b2
indicasion,false,noun,b2
indicator,true,noun,c1
indicattor,false,noun,c1
indictment,true,noun,c1
indicmtent,false,noun,c1
indigenous,true,adjective,c1
indigenoas,false,adjective,c1
indirect,true,adjective,b1
indirrect,false,adjective,b1
indoor,true,adjective,b1
indoorr,false,adjective,b1
indoors,true,adverb,b1
indoorss,false,adverb,b1
induce,true,verb,c1
induc,false,verb,c1
indulge,true,verb,c1
indulg,false,verb,c1
industrial,true,adjective,b2
indusrtial,false,adjective,b2
inequality,true,noun,c1
innequality,false,noun,c1
inevitable,true,adjective,b2
inevitible,false,adjective,b2
inevitably,true,adverb,b2
innevitably,false,adverb,b2
infamous,true,adjective,c1
infamoas,false,adjective,c1
infant,true,noun,c1
inphant,false,noun,c1
infect,true,verb,c1
inphect,false,verb,c1
infection,true,noun,b2
infecsion,false,noun,b2
infer,true,verb,b2
inpher,false,verb,b2
inflation,true,noun,b2
inflasion,false,noun,b2
inflict,true,verb,c1
inphlict,false,verb,c1
influence,true,noun,b1
influance,false,noun,b1
influential,true,adjective,c1
inphluential,false,adjective,c1
info,true,noun,b2
inpho,false,noun,b2
inform,true,verb,b2
inphorm,false,verb,b2
infrastructure,true,noun,b2
inphrastructure,false,noun,b2
ingredient,true,noun,b1
ingredeint,false,noun,b1
inhabitant,true,noun,b2
inhabittant,false,noun,b2
inherent,true,adjective,c1
inherrent,false,adjective,c1
inherit,true,verb,b2
inherrit,false,verb,b2
inhibit,true,verb,c1
inhbiit,false,verb,c1
initial,true,adjective,b2
innitial,false,adjective,b2
initially,true,adverb,b2
initialy,false,adverb,b2
initiate,true,verb,c1
innitiate,false,verb,c1
initiative,true,noun,b2
innitiative,false,noun,b2
inject,true,verb,c1
injcet,false,verb,c1
injection,true,noun,c1
injecsion,false,noun,c1
injure,true,verb,b1
injurre,false,verb,b1
injured,true,adjective,b1
injurred,false,adjective,b1
injustice,true,noun,c1
injustic,false,noun,c1
inmate,true,noun,c1
inmatte,false,noun,c1
inner,true,adjective,b2
iner,false,adjective,b2
innocent,true,adjective,b1
inocent,false,adjective,b1
innovation,true,noun,b2
innovasion,false,noun,b2
innovative,true,adjective,b2
inovative,false,adjective,b2
input,true,noun,b2
inupt,false,noun,b2
inquiry,true,noun,b2
inquirry,false,noun,b2
insert,true,verb,b2
insret,false,verb,b2
insertion,true,noun,c1
insersion,false,noun,c1
insider,true,noun,c1
insdier,false,noun,c1
insight,true,noun,b2
insgiht,false,noun,b2
insist,true,verb,b2
inssit,false,verb,b2
inspect,true,verb,c1
insepct,false,verb,c1
inspection,true,noun,c1
inspecsion,false,noun,c1
inspector,true,noun,b2
inspcetor,false,noun,b2
inspiration,true,noun,c1
inspirasion,false,noun,c1
inspire,true,verb,b2
inspirre,false,verb,b2
install,true,verb,b2
instal,false,verb,b2
installation,true,noun,b2
installasion,false,noun,b2
instance,true,noun,b2
instence,false,noun,b2
instant,true,adjective,b2
insatnt,false,adjective,b2
instantly,true,adverb,b2
instnatly,false,adverb,b2
instinct,true,noun,c1
instnict,false,noun,c1
institute,true,noun,b2
instittute,false,noun,b2
institution,true,noun,b2
institusion,false,noun,b2
institutional,true,adjective,c1
institusional,false,adjective,c1
instruct,true,verb,c1
insturct,false,verb,c1
instrumental,true,adjective,c1
instrummental,false,adjective,c1
insufficient,true,adjective,c1
insufficeint,false,adjective,c1
insult,true,noun,c1
inslut,false,noun,c1
insurance,true,noun,b2
insurence,false,noun,b2
intact,true,adjective,c1
intcat,false,adjective,c1
intake,true,noun,c1
intak,false,noun,c1
integral,true,adjective,c1
intergal,false,adjective,c1
integrate,true,verb,b2
integratte,false,verb,b2
integrated,true,adjective,c1
integratted,false,adjective,c1
integration,true,noun,c1
integrasion,false,noun,c1
integrity,true,noun,c1
integritty,false,noun,c1
intellectual,true,adjective,b2
intelectual,false,adjective,b2
intelligence,true,noun,b1
inteligence,false,noun,b1
intend,true,verb,b1
intned,false,verb,b1
intended,true,adjective,b2
intedned,false,adjective,b2
intense,true,adjective,b2
intens,false,adjective,b2
intensify,true,verb,c1
intensiphy,false,verb,c1
intensity,true,noun,c1
intensitty,false,noun,c1
intensive,true,adjective,c1
intensiv,false,adjective,c1
intent,true,noun,c1
intnet,false,noun,c1
intention,true,noun,b1
intension,false,noun,b1
interact,true,verb,b2
interract,false,verb,b2
interaction,true,noun,b2
interacsion,false,noun,b2
interactive,true,adjective,c1
interractive,false,adjective,c1
interface,true,noun,c1
interphace,false,noun,c1
interfere,true,verb,c1
interphere,false,verb,c1
interference,true,noun,c1
interferance,false,noun,c1
interim,true,adjective,c1
interrim,false,adjective,c1
interior,true,adjective,c1
interrior,false,adjective,c1
intermediate,true,adjective,c1
intermediatte,false,adjective,c1
internal,true,adjective,b2
intenral,false,adjective,b2
interpret,true,verb,b2
inteprret,false,verb,b2
interpretation,true,noun,b2
interpretasion,false,noun,b2
interrupt,true,verb,b2
interupt,false,verb,b2
interval,true,noun,b2
intevral,false,noun,b2
intervene,true,verb,c1
intervenne,false,verb,c1
intervention,true,noun,c1
intervension,false,noun,c1
intimate,true,adjective,c1
intimmate,false,adjective,c1
intriguing,true,adjective,c1
intriuging,false,adjective,c1
invade,true,verb,b2
invad,false,verb,b2
invasion,true,noun,b2
invation,false,noun,b2
invest,true,verb,b1
invset,false,verb,b1
investigate,true,verb,b1
investigatte,false,verb,b1
investigation,true,noun,b2
investigasion,false,noun,b2
investigator,true,noun,c1
investigattor,false,noun,c1
investment,true,noun,b2
invesmtent,false,noun,b2
investor,true,noun,b2
invetsor,false,noun,b2
invisible,true,adjective,c1
invisable,false,adjective,c1
invoke,true,verb,c1
invok,false,verb,c1
involved,true,adjective,b1
invovled,false,adjective,b1
involvement,true,noun,c1
involvemment,false,noun,c1
iron,true,noun,b1
irron,false,noun,b1
ironic,true,adjective,c1
ironnic,false,adjective,c1
ironically,true,adverb,c1
ironicaly,false,adverb,c1
irony,true,noun,c1
ironny,false,noun,c1
irrelevant,true,adjective,c1
irelevant,false,adjective,c1
isolate,true,verb,b2
isollate,false,verb,b2
isolated,true,adjective,b2
isollated,false,adjective,b2
isolation,true,noun,c1
isolasion,false,noun,c1
issue,true,noun,b1
isue,false,noun,b1
jail,true,noun,b2
jali,false,noun,b2
joint,true,adjective,b2
jonit,false,adjective,b2
journal,true,noun,b1
joarnal,false,noun,b1
journalism,true,noun,b2
joarnalism,false,noun,b2
judge,true,noun,b1
judg,false,noun,b1
judgement,true,noun,b2
judgemment,false,noun,b2
judicial,true,adjective,c1
judiical,false,adjective,c1
junction,true,noun,c1
juncsion,false,noun,c1
junior,true,adjective,b2
junnior,false,adjective,b2
jurisdiction,true,noun,c1
jurisdicsion,false,noun,c1
jury,true,noun,b2
jurry,false,noun,b2
just,true,adjective,c1
juts,false,adjective,c1
justice,true,noun,b2
justic,false,noun,b2
justification,true,noun,c1
justificasion,false,noun,c1
justify,true,verb,b2
justiphy,false,verb,b2
keen,true,adjective,b1
kean,false,adjective,b1
keyboard,true,noun,b1
keybourd,false,noun,b1
kick,true,noun,b1
kikc,false,noun,b1
kidnap,true,verb,c1
kidanp,false,verb,c1
kidney,true,noun,c1
kideny,false,noun,c1
killing,true,noun,b1
kiling,false,noun,b1
kind,true,adjective,b1
kidn,false,adjective,b1
kingdom,true,noun,c1
kindgom,false,noun,c1
kiss,true,noun,b1
knock,true,noun,b1
kncok,false,noun,b1
label,true,noun,b1
laebl,false,noun,b1
laboratory,true,noun,b1
laborattory,false,noun,b1
labour,true,noun,b2
laboar,false,noun,b2
lack,true,noun,b1
lakc,false,noun,b1
ladder,true,noun,b2
ladedr,false,noun,b2
landing,true,noun,b2
lanidng,false,noun,b2
landlord,true,noun,c1
landolrd,false,noun,c1
landmark,true,noun,c1
landamrk,false,noun,c1
landscape,true,noun,b2
landscappe,false,noun,b2
lane,true,noun,b2
lanne,false,noun,b2
large-scale,true,adjective,c1
large-scalle,false,adjective,c1
largely,true,adverb,b2
largelly,false,adverb,b2
laser,true,noun,c1
lasser,false,noun,c1
lately,true,adverb,b2
latelly,false,adverb,b2
latest,true,adjective,b1
lattest,false,adjective,b1
latter,true,adjective,c1
later,false,adjective,c1
launch,true,noun,b2
laucnh,false,noun,b2
lawn,true,noun,c1
lanw,false,noun,c1
lawsuit,true,noun,c1
lawusit,false,noun,c1
layer,true,noun,b1
laeyr,false,noun,b1
layout,true,noun,c1
layoat,false,noun,c1
lead,true,noun,b1
leed,false,noun,b1
leadership,true,noun,b2
leedership,false,noun,b2
leading,true,adjective,b1
leeding,false,adjective,b1
leaf,true,noun,b1
leef,false,noun,b1
leaflet,true,noun,b2
leeflet,false,noun,b2
league,true,noun,b2
leegue,false,noun,b2
leak,true,noun,c1
leek,false,noun,c1
lean,true,verb,b2
leen,false,verb,b2
leap,true,noun,c1
leep,false,noun,c1
leather,true,noun,b1
leether,false,noun,b1
leave,true,noun,b2
leeve,false,noun,b2
legacy,true,noun,c1
legcay,false,noun,c1
legal,true,adjective,b1
leagl,false,adjective,b1
legend,true,noun,b2
legned,false,noun,b2
legendary,true,adjective,c1
legendery,false,adjective,c1
legislation,true,noun,c1
legislasion,false,noun,c1
legislative,true,adjective,c1
legislattive,false,adjective,c1
